,ANI energy,DFT energy,Phi,Psi
695,-1165414.8231812546,-1165414.803677073,110,190
696,-1165413.6408852842,-1165413.6232690017,120,190
697,-1165411.687722399,-1165411.299664171,130,190
698,-1165409.1834559035,-1165408.2635850834,140,190
699,-1165406.8524838067,-1165405.221419154,150,190
700,-1165404.9247476605,-1165402.7687983753,160,190
701,-1165403.7930949628,-1165401.286683749,170,190
702,-1165403.5834399855,-1165400.9873617298,180,190
703,-1165404.2379976667,-1165401.918836793,190,190
704,-1165405.6317261811,-1165403.9600623604,200,190
705,-1165407.6924841003,-1165406.7961541787,210,190
706,-1165410.3473587346,-1165409.9043968557,220,190
707,-1165412.7096372007,-1165412.6373888673,230,190
708,-1165414.5144905192,-1165414.493750144,240,190
709,-1165415.4025928634,-1165415.3729536678,250,190
710,-1165415.4242569015,-1165415.4618717602,260,190
711,-1165414.8586703448,-1165414.9427331726,270,190
712,-1165413.5517444243,-1165413.9242225455,280,190
713,-1165412.3396349603,-1165412.6756669453,290,190
714,-1165412.007661772,-1165411.8145356942,300,190
715,-1165412.1339143557,-1165411.8454091602,310,190
716,-1165412.9419546411,-1165412.7648360415,320,190
717,-1165414.303742743,-1165414.0483439195,330,190
718,-1165415.436936083,-1165415.2366586102,340,190
719,-1165416.183786257,-1165416.0351016647,350,190
720,-1165416.9944243887,-1165417.118810526,0,200
721,-1165416.6680473532,-1165416.6161126865,10,200
722,-1165415.7531447788,-1165415.5406241992,20,200
723,-1165414.6432241579,-1165414.1742223199,30,200
724,-1165413.7627077482,-1165412.9579834575,40,200
725,-1165413.2720144137,-1165412.3590884157,50,200
726,-1165413.2728066044,-1165412.5762694445,60,200
727,-1165414.0192816947,-1165413.3611582946,70,200
728,-1165414.8913661481,-1165414.2573673252,80,200
729,-1165415.3109803083,-1165414.9742341482,90,200
730,-1165415.4929961388,-1165415.3546931422,100,200
731,-1165414.8144970147,-1165414.9502005354,110,200
732,-1165413.4846876771,-1165413.4097275278,120,200
733,-1165411.2208810374,-1165410.8920340168,130,200
734,-1165408.903951851,-1165408.000470361,140,200
735,-1165406.7822293583,-1165405.3400811953,150,200
736,-1165405.2300998513,-1165403.33807497,160,200
737,-1165404.4439781345,-1165402.3031863456,170,200
738,-1165404.5702136606,-1165402.4215973835,180,200
739,-1165405.498748047,-1165403.7379867577,190,200
740,-1165406.9758524098,-1165406.0971086246,200,200
741,-1165409.6038184052,-1165409.0984236875,210,200
742,-1165412.177598276,-1165412.131114224,220,200
743,-1165414.1851978349,-1165414.5981677205,230,200
744,-1165415.8724563736,-1165416.1783620776,240,200
745,-1165416.411220995,-1165416.8330427117,250,200
746,-1165416.468914852,-1165416.670580509,260,200
747,-1165415.337233737,-1165415.7920672453,270,200
748,-1165414.0386978681,-1165414.4370232874,280,200
749,-1165413.2035505814,-1165413.1510681226,290,200
750,-1165412.7601813786,-1165412.6017463293,300,200
751,-1165412.968805578,-1165412.9928729841,310,200
